# SMDR (Standard Model in Dimensional Regularization) v1.0
# Q = 173.100000;
# gauge  couplings: g3 = 1.163624;      g = 0.647660;      gp = 0.358539;
# Yukawa couplings: yt = 0.934801;     yb = 0.015480;    ytau = 0.00999444;
#                   yc = 0.0033820;    ys = 0.00029094;   ymu = 0.000588380;
#                   yu = 0.0000067228; yd = 0.000014610;   ye = 0.00000279298;
# Higgs self-coupling lambda = 0.126038;
# Higgs VEV = 246.601091;
# Delta_hadronic^(5) alpha(MZ) = 0.027640
# 
# COLUMN DESCRIPTIONS:
# 1  Q (from SMDR_MZ_EXPT down to SMDR_mbmb_EXPT)
# 2  alphaS
# 3  alpha
# 4  mb
# 5  mc
# 6  ms
# 7  md
# 8  mu
# 9  mtau
# 10  mmuon
# 11  melectron
# 
# In the paper: arXiv:1907.02500
# Standard Model parameters in the tadpole-free pure MSbar scheme
# by Stephen P. Martin and David G. Robertson,
# Figure 2.2a graphs columns 2 and 3 as a function of column 1, and
# Figure 2.2b graphs columns 4, 5, 6, 7, 8, 9, 10, and 11 as a
# function of column 1.
# 
91.187600  0.11810000  0.00782738  2.85769912  0.62241068  0.05352617  0.00268782  0.00123723  1.74743523  0.10287714  0.00048835
78.162386  0.12092120  0.00781373  2.89651345  0.63098734  0.05425319  0.00272432  0.00125428  1.74843700  0.10293612  0.00048863
66.997691  0.12388426  0.00780012  2.93694282  0.63991908  0.05501045  0.00276235  0.00127204  1.74943761  0.10299502  0.00048891
57.427758  0.12700035  0.00778655  2.97910372  0.64923149  0.05580015  0.00280200  0.00129055  1.75043705  0.10305387  0.00048919
49.224791  0.13028189  0.00777302  3.02312487  0.65895283  0.05662468  0.00284341  0.00130987  1.75143534  0.10311264  0.00048947
42.193535  0.13374269  0.00775952  3.06914887  0.66911445  0.05748674  0.00288670  0.00133007  1.75243248  0.10317134  0.00048974
36.166621  0.13739815  0.00774607  3.11733424  0.67975115  0.05838927  0.00293202  0.00135122  1.75342846  0.10322998  0.00049002
31.000590  0.14126555  0.00773264  3.16785780  0.69090179  0.05933561  0.00297954  0.00137338  1.75442329  0.10328855  0.00049030
26.572474  0.14536429  0.00771926  3.22091744  0.70260983  0.06032944  0.00302944  0.00139665  1.75541697  0.10334705  0.00049058
22.776868  0.14971626  0.00770591  3.27673557  0.71492413  0.06137494  0.00308194  0.00142113  1.75640951  0.10340548  0.00049086
19.523426  0.15434625  0.00769260  3.33556310  0.72789979  0.06247681  0.00313727  0.00144693  1.75740090  0.10346385  0.00049113
16.734705  0.15928247  0.00767931  3.39768444  0.74159928  0.06364038  0.00319570  0.00147416  1.75839115  0.10352215  0.00049141
14.344324  0.16455715  0.00766606  3.46342340  0.75609373  0.06487170  0.00325753  0.00150297  1.75938026  0.10358038  0.00049169
12.295384  0.17020731  0.00765284  3.53315068  0.77146453  0.06617773  0.00332311  0.00153352  1.76036823  0.10363855  0.00049196
10.539115  0.17627569  0.00763966  3.60729290  0.78780539  0.06756645  0.00339285  0.00156601  1.76135506  0.10369664  0.00049224
9.033710  0.18281192  0.00762649  3.68634413  0.80522481  0.06904712  0.00346720  0.00160063  1.76234075  0.10375467  0.00049251
7.743337  0.18987400  0.00761336  3.77088027  0.82384926  0.07063053  0.00354671  0.00163766  1.76332532  0.10381264  0.00049279
6.637281  0.19753020  0.00760025  3.86157748  0.84382721  0.07232933  0.00363202  0.00167737  1.76430875  0.10387054  0.00049306
5.689214  0.20586145  0.00758717  3.95923604  0.86533440  0.07415853  0.00372387  0.00172012  1.76529105  0.10392837  0.00049334
4.876568  0.21496450  0.00757411  4.06481138  0.88858062  0.07613601  0.00382317  0.00176633  1.76627222  0.10398613  0.00049361
4.180000  0.22495611  0.00756106  4.17945545  0.91381880  0.07828335  0.00393100  0.00181650  1.76725225  0.10404383  0.00049389
